Name	Sex	Korean	Math	English
Kim	F	77	35	66
Choi	F	87	72	84
Hong	M	91	63	71
Kim	F	81	81	86
Hong	M	88	20	69
Choi	F	86	40	84
Park	F	83	62	60
Choi	M	86	76	83
Choi	F	70	100	65
Kim	M	65	84	67
Kim	F	83	53	66
Hong	M	90	76	72
Hong	F	75	59	73
Choi	F	72	56	53
Choi	F	90	70	72
Park	M	82	56	88
Hong	M	92	38	70
Park	M	87	56	75
Choi	M	66	72	76
Choi	F	100	70	62
Park	F	71	33	88
Kim	M	83	47	65
Park	F	78	42	69
Choi	F	59	66	63
Choi	F	93	53	75
Hong	F	82	63	83
Kim	M	75	65	64
Park	M	72	42	73
Kim	F	80	55	70
Park	F	76	84	79
Hong	M	76	72	67
Kim	M	73	65	72
Choi	F	69	59	62
Hong	F	87	52	70
Kim	F	57	44	76
Hong	M	72	54	79
Park	F	74	85	90
Choi	F	87	54	84
Choi	M	77	58	73
Park	F	83	97	72
Kim	M	74	60	61
Park	M	70	100	46
Kim	F	80	69	72
Hong	F	85	47	83
Park	M	63	96	75
Choi	M	69	81	49
Choi	M	58	5	53
Park	F	77	67	79
Kim	F	99	70	83
Choi	M	91	72	69
Kim	F	86	29	68
Kim	F	90	66	80
Park	F	74	73	88
Choi	F	85	74	82
Park	F	98	93	63
Hong	F	100	39	60
Park	F	87	100	73
Kim	F	82	83	76
Kim	M	74	71	84
Choi	M	79	71	61
Choi	M	79	2	57
Choi	M	83	69	79
Park	M	74	12	72
Choi	F	80	45	82
Park	M	66	89	63
Park	M	72	86	75
Kim	F	69	57	60
Choi	M	68	72	65
Park	M	72	59	76
Kim	F	78	59	69
Park	M	66	73	82
Hong	M	84	50	53
Choi	M	69	29	78
Hong	F	72	46	75
Kim	F	85	78	72
Hong	M	81	19	86
Choi	F	83	26	73
Park	M	77	56	79
Hong	M	88	35	83
Kim	F	80	94	55
Park	F	81	69	61
Kim	F	75	47	63
Choi	F	72	53	79
Hong	F	81	44	66
Hong	F	74	88	68
Kim	M	96	60	76
Kim	M	86	95	65
Kim	M	98	57	68
Park	F	78	59	88
Kim	F	74	71	60
Hong	M	87	43	77
Park	M	86	93	70
Park	F	80	62	78
Park	F	72	73	52
Hong	M	76	67	67
Park	F	76	62	69
Choi	M	75	54	65
Park	F	82	94	75
Park	F	76	70	78
Hong	F	91	14	69
Choi	M	80	65	65
Choi	M	78	38	68
Hong	M	68	48	76
Choi	M	100	74	78
Hong	M	91	48	75
Kim	F	75	32	80
Hong	M	53	80	59
Kim	M	76	38	74
Park	M	93	73	82
Park	F	79	59	65
Park	M	80	73	78
Park	M	89	39	75
Park	F	69	67	71
Choi	M	83	53	66
Hong	M	54	87	68
Kim	F	68	100	65
Park	F	67	66	58
Hong	F	88	67	64
Kim	F	91	90	52
Kim	F	96	83	71
Choi	F	77	77	75
Park	M	73	51	75
Hong	F	70	71	79
Choi	M	76	49	75
Park	F	100	84	69
Choi	M	81	43	69
Hong	M	57	63	83
Kim	F	87	42	86
Kim	F	76	60	76
Park	F	76	41	71
Choi	M	89	65	78
Hong	F	83	65	76
Park	F	83	90	71
Kim	M	77	67	53
Hong	F	74	64	53
Choi	M	98	51	57
Choi	M	63	68	81
Choi	F	78	70	80
Park	M	58	53	86
Park	M	81	73	78
Choi	F	83	68	73
Choi	M	68	64	81
Park	M	91	59	73
Choi	M	64	90	74
Park	F	77	81	77
Park	F	75	40	85
Choi	F	97	55	66
Choi	F	72	30	71
Park	M	75	49	67
Choi	M	99	46	81
Kim	F	73	51	73
Choi	M	92	62	63
Choi	M	86	58	81
Choi	F	83	35	78
Kim	F	85	17	90
Kim	F	88	83	52
Park	M	85	82	67
Hong	M	72	32	60
Hong	M	65	58	57
Hong	F	77	58	92
Park	M	82	43	67
Park	F	87	39	71
Kim	F	67	14	69
Kim	M	85	44	74
Choi	M	86	43	77
Choi	M	83	24	60
Park	F	65	38	82
Hong	F	84	44	90
Choi	F	98	87	83
Hong	M	73	73	76
Park	F	85	72	57
Choi	M	85	47	77
Hong	F	78	46	76
Park	M	87	70	69
Kim	M	77	55	53
Hong	M	88	78	55
Park	F	57	30	64
Kim	M	72	100	79
Park	F	76	75	77
Hong	M	77	22	54
Kim	F	75	66	66
Park	F	64	86	80
Park	F	71	54	68
Park	F	69	56	74
Kim	F	92	87	74
Hong	F	75	48	76
Kim	M	90	62	61
Choi	M	71	58	72
Kim	F	82	52	67
Choi	M	96	68	80
Choi	F	83	72	88
Kim	M	80	100	72
Choi	F	68	67	74
Hong	F	54	67	88
Choi	F	68	66	81
Hong	F	93	53	69
Choi	F	67	67	67
Hong	F	91	62	85
Choi	F	88	40	63
Park	M	85	79	57
Choi	F	100	81	70
Park	F	100	59	79
Park	M	63	68	68
Hong	M	91	69	61
Park	M	80	85	59
Park	M	84	78	63
Park	F	61	48	52
Kim	M	58	92	46
Kim	M	80	66	63
Kim	F	87	59	72
Park	F	84	72	63
Hong	F	87	55	58
Hong	F	87	63	56
Choi	M	85	58	66
Kim	M	92	89	61
Kim	M	72	95	80
Choi	F	79	31	78
Kim	M	84	64	78
Choi	F	65	78	93
Choi	M	76	77	51
Kim	F	92	69	58
Choi	M	76	52	60
Hong	F	74	68	72
Hong	F	90	86	92
Park	M	80	81	76
Hong	F	82	52	72
Hong	F	93	58	66
Kim	M	100	58	66
Hong	M	66	36	87
Choi	M	86	47	78
Park	M	86	70	73
Choi	M	73	55	75
Kim	M	74	61	81
Kim	M	78	49	77
Kim	M	77	40	65
Choi	F	86	100	74
Kim	M	72	58	78
Park	M	66	72	63
Kim	F	71	81	76
Park	F	73	43	67
Park	M	91	42	54
Park	M	63	72	77
Park	M	100	58	51
Hong	F	77	70	75
Choi	F	82	28	78
Park	M	82	31	62
Kim	F	73	57	63
Hong	F	89	72	58
Hong	F	79	48	50
Park	M	82	58	72
Choi	F	85	79	78
Hong	M	89	45	51
Park	F	71	68	84
Kim	F	91	48	72
Park	F	68	61	74
Choi	M	79	56	89
Kim	M	78	58	82
Hong	F	83	47	73
Choi	F	77	78	74
Hong	M	79	47	82
Kim	F	76	72	70
Choi	F	90	53	65
Choi	M	77	89	77
Kim	F	65	49	80
Choi	M	100	74	54
Hong	M	79	63	93
Kim	M	74	85	79
Park	F	75	97	73
Kim	F	68	85	56
Kim	F	66	67	88
Hong	M	76	66	87
Choi	M	98	70	73
Hong	F	60	43	64
Hong	M	85	79	61
Park	F	83	60	82
Hong	M	90	80	73
Hong	M	75	45	65
Kim	F	89	17	84
Hong	F	87	78	54
Choi	M	83	58	70
Hong	M	91	63	56
Hong	M	67	76	52
Choi	F	95	81	57
Choi	F	72	79	56
Park	M	79	48	58
Choi	F	89	82	59
Park	F	95	41	62
Park	M	69	45	69
Park	M	89	44	70
Choi	M	100	76	75
Hong	F	74	42	57
Hong	M	70	42	76
Park	M	95	48	58
Choi	M	92	44	79
Hong	F	79	76	79
Hong	F	60	57	74
Kim	M	89	57	75
Kim	M	75	69	68
Park	F	72	36	59
Choi	M	73	63	66
Park	M	85	50	68
Park	M	77	70	75
Kim	F	90	55	76
Choi	M	78	56	69
Hong	M	91	70	92
Park	F	98	84	92
Kim	F	81	61	82
Hong	F	77	50	63
Kim	F	88	62	65
Choi	F	76	68	79
Hong	M	91	37	69
Choi	M	77	77	67
Kim	F	94	95	76
Park	F	95	51	86
Park	F	77	51	69
Kim	M	88	45	79
Hong	M	91	100	54
Hong	F	89	62	81
Hong	M	81	79	60
Park	M	80	50	74
Hong	F	85	47	76
Choi	M	69	45	60
Choi	M	82	70	53
Park	M	94	37	65
Hong	M	83	63	75
Hong	M	90	68	71
Park	F	91	86	82
Choi	F	84	63	60
Choi	F	71	92	79
Kim	M	65	34	63
Choi	F	100	51	62
Hong	F	75	61	64
Hong	M	83	61	80
Choi	M	66	43	70
Hong	F	94	37	75
Kim	M	86	69	76
Choi	F	79	71	68
Hong	M	92	75	98
Park	M	66	41	71
Park	M	79	75	48
Kim	F	72	61	63
Hong	F	80	61	59
Kim	F	87	51	94
Choi	F	68	52	73
Choi	F	79	66	72
Choi	F	82	78	72
Park	M	76	67	73
Hong	F	79	52	74
Park	F	91	62	79
Park	F	78	25	80
Park	M	57	99	82
Kim	F	75	48	67
Choi	F	70	43	69
Hong	F	100	42	84
Choi	M	84	15	81
Park	F	84	84	64
Choi	M	82	73	49
Kim	F	87	73	67
Park	M	77	62	81
Park	M	82	100	67
Kim	M	91	55	67
Kim	F	77	69	68
Kim	F	77	64	83
Choi	F	64	67	74
Park	F	72	71	78
Kim	M	52	41	86
Park	M	87	59	83
Hong	F	69	58	50
Hong	F	82	42	54
Hong	M	69	73	78
Park	M	76	54	75
Choi	M	84	50	70
Kim	M	84	81	73
Park	F	75	70	68
Choi	F	91	47	73
Choi	F	93	89	88
Park	M	94	27	83
Choi	M	91	76	83
Park	F	91	86	63
Choi	F	79	59	75
Park	F	75	100	52
Kim	F	80	59	53
Hong	F	81	52	67
Hong	M	62	60	58
Kim	F	79	82	80
Hong	M	75	57	67
Kim	F	67	49	71
Kim	M	94	37	75
Choi	M	76	49	89
Choi	F	86	44	67
Choi	M	96	56	71
Choi	F	86	76	80
Hong	M	85	33	73
Choi	F	71	53	73
Choi	M	71	33	74
Choi	M	93	57	73
Kim	F	71	100	70
Hong	F	93	89	72
Kim	M	94	34	52
Hong	F	92	57	79
Kim	M	72	55	80
Kim	F	79	76	86
Hong	M	73	52	85
Kim	F	97	50	60
Kim	M	64	14	57
Hong	M	93	76	60
Kim	F	64	68	68
Park	F	79	43	64
Choi	M	83	53	79
Choi	M	89	38	60
Hong	F	94	20	72
Kim	M	80	48	65
Park	M	76	46	72
Kim	M	100	40	54
Hong	F	100	60	75
Park	M	72	94	57
Hong	F	74	48	69
Hong	F	87	73	69
Choi	F	85	85	70
Kim	M	76	49	84
Kim	F	84	61	74
Hong	M	93	79	71
Hong	M	94	100	75
Kim	M	64	76	79
Park	F	80	39	69
Park	M	85	48	62
Kim	F	89	51	64
Hong	F	74	100	69
Park	F	73	47	66
Park	M	72	18	89
Choi	F	86	74	62
Park	F	74	88	64
Hong	M	66	52	62
Hong	M	72	47	68
Choi	M	79	10	71
Kim	F	78	60	67
Kim	F	77	71	49
Choi	F	67	47	72
Choi	F	92	53	75
Park	F	70	83	71
Hong	M	97	67	66
Kim	F	79	47	71
Kim	F	70	46	53
Choi	F	68	74	61
Park	F	92	56	58
Kim	F	70	33	78
Kim	F	79	58	64
Choi	F	88	43	84
Park	F	85	42	61
Park	M	86	42	77
Hong	M	81	52	82
Hong	F	63	89	67
Kim	M	90	55	67
Hong	F	86	64	48
Choi	M	74	63	80
Choi	F	89	62	73
Kim	F	78	72	69
Kim	M	78	58	68
Choi	M	84	100	71
Kim	M	92	44	84
Hong	M	82	59	85
Kim	F	84	35	63
Kim	F	76	62	75
Kim	M	86	84	54
Choi	M	88	41	81
Choi	F	81	37	74
Choi	M	77	61	93
Hong	M	80	59	94
Choi	F	82	30	80
Kim	F	100	37	57
Hong	M	97	68	61
Choi	M	72	24	87
Hong	M	83	63	80
Choi	M	79	35	67
Kim	M	66	80	80
Park	M	73	87	73
Kim	F	93	59	86
Choi	F	82	55	65
Choi	F	99	88	72
Choi	M	80	77	66
Choi	M	89	94	76
Kim	F	78	73	72
Kim	M	74	77	83
Hong	F	76	31	67
Park	M	75	46	58
Park	F	71	58	88
Kim	F	77	69	63
Park	F	81	54	79
Park	M	83	17	57
Park	F	76	53	66
Hong	F	79	82	62
Park	F	74	93	71
Choi	F	75	100	70
Kim	M	87	77	64
Hong	M	100	69	72
Hong	M	80	61	69
Park	M	84	42	80
Choi	F	83	62	81
Hong	M	84	29	53
Park	M	73	32	73
Choi	M	75	64	82
Hong	F	79	74	72
Park	F	84	91	71
Hong	M	86	61	70
Park	M	84	34	64
Kim	F	69	100	65
Hong	F	77	29	56
Hong	F	79	71	58
Park	F	86	75	67
Kim	M	98	50	72
Hong	F	78	54	80
Choi	F	73	48	75
Hong	F	100	52	71
Choi	M	80	63	88
Choi	M	91	40	73
Kim	F	67	58	77
Park	F	77	44	70
Park	F	77	55	77
Park	F	90	44	70
Choi	F	89	62	67
Hong	M	77	87	68
Choi	M	70	60	78
Hong	F	90	36	83
Choi	M	78	62	67
Hong	F	83	39	61
Kim	M	86	78	68
Kim	M	67	56	62
Kim	M	88	51	81
Kim	M	77	82	49
Kim	F	67	35	50
Kim	M	74	77	80
Choi	F	83	66	71
Hong	F	75	27	65
Choi	M	85	45	77
Hong	F	87	25	70
Kim	F	71	71	68
Hong	F	82	87	81
Choi	F	75	44	60
Choi	M	93	53	90
Kim	F	73	68	48
Kim	F	85	46	71
Kim	F	90	80	67
Kim	M	86	75	58
Hong	M	71	49	76
Kim	M	87	83	72
Choi	F	62	51	77
Hong	F	88	72	65
Kim	F	76	67	82
Hong	M	98	71	81
Park	M	85	18	80
Park	F	100	69	60
Kim	M	89	77	62
Park	M	90	50	81
Choi	F	93	51	68
Park	M	89	44	68
Hong	M	78	62	71
Park	M	69	66	62
Park	M	83	43	65
Choi	F	74	55	70
Hong	M	95	58	96
Kim	M	69	51	100
Kim	F	75	42	71
Choi	M	77	95	75
Choi	F	73	50	56
Hong	F	64	64	58
Kim	M	72	76	67
Kim	F	89	60	69
Hong	M	69	69	74
Choi	M	66	88	73
Kim	M	65	85	55
Kim	M	84	59	56
Kim	M	72	61	61
Park	M	83	29	56
Hong	F	93	62	61
Hong	M	89	37	76
Park	M	75	51	58
Choi	M	82	65	76
Hong	M	63	78	47
Kim	M	72	71	59
Kim	F	78	32	79
Choi	M	78	62	87
Kim	M	99	57	64
Kim	F	82	70	80
Choi	M	63	72	68
Park	M	77	61	81
Choi	M	97	43	54
Park	M	64	54	66
Park	M	80	100	69
Kim	M	75	89	65
Park	M	77	62	64
Park	F	76	64	66
Park	F	84	67	68
Park	F	82	68	59
Hong	F	74	48	53
Hong	F	69	55	85
Hong	M	86	64	50
Choi	M	63	41	74
Hong	M	76	83	61
Park	M	78	35	74
Choi	M	77	80	56
Choi	M	76	54	74
Kim	F	99	96	64
Choi	F	64	55	97
Park	F	84	64	58
Hong	F	74	36	74
Hong	F	85	62	74
Choi	M	85	51	54
Park	M	79	75	87
Park	F	85	100	82
Choi	M	76	40	68
Kim	F	82	64	70
Hong	F	62	72	78
Hong	F	87	74	40
Hong	M	100	68	48
Park	F	85	37	73
Kim	M	73	100	54
Kim	F	88	90	86
Park	M	80	51	69
Kim	M	85	26	75
Hong	M	76	68	58
Choi	F	86	71	65
Kim	M	85	78	90
Park	F	85	57	70
Kim	M	83	30	67
Kim	M	77	50	58
Kim	F	60	17	45
Hong	M	87	52	62
Park	M	78	38	56
Park	M	71	62	71
Park	M	96	53	75
Choi	F	74	85	66
Choi	M	67	62	56
Choi	M	81	54	75
Park	F	70	49	68
Hong	M	99	58	68
Hong	M	74	56	73
Park	M	58	95	65
Kim	F	99	45	86
Kim	F	71	55	76
Choi	M	87	52	61
Kim	F	94	57	77
Hong	M	73	71	85
Hong	M	69	55	76
Kim	F	64	71	64
Choi	M	71	100	59
Choi	F	87	100	90
Hong	M	92	49	70
Kim	F	77	65	71
Hong	F	93	67	77
Choi	M	71	49	57
Kim	F	72	52	57
Park	F	77	83	78
Hong	F	80	89	70
Hong	M	97	34	71
Park	M	79	79	95
Kim	M	82	72	88
Choi	F	83	61	66
Choi	M	66	56	75
Hong	M	81	57	55
Kim	M	72	13	68
Kim	F	72	78	72
Hong	F	92	66	66
Kim	M	82	54	54
Hong	F	81	46	71
Choi	F	79	100	71
Park	F	87	76	66
Park	M	77	94	90
Park	M	90	38	77
Choi	F	66	69	77
Kim	M	84	54	60
Hong	F	73	36	75
Kim	M	73	56	85
Kim	F	76	60	64
Choi	F	71	83	72
Choi	M	57	56	54
Hong	F	67	27	66
Hong	M	86	23	70
Hong	M	79	41	51
Hong	M	90	77	58
Choi	F	70	54	68
Choi	M	84	53	93
Kim	F	88	64	97
Park	F	100	56	72
Park	F	77	68	76
Kim	F	73	81	84
Choi	F	60	62	63
Hong	F	92	94	77
Choi	F	98	68	63
Park	F	100	79	83
Park	F	85	98	62
Kim	M	75	76	63
Park	M	66	90	74
Kim	M	85	62	76
Choi	F	74	37	66
Park	F	70	22	81
Kim	M	89	45	80
Kim	F	85	53	64
Hong	F	79	73	71
Park	M	84	36	70
Park	M	73	67	55
Kim	M	65	31	63
Kim	M	76	71	84
Hong	F	90	67	61
Hong	F	76	64	65
Kim	F	69	76	83
Hong	M	72	52	78
Kim	F	85	61	49
Kim	M	100	42	76
Park	M	70	65	77
Park	M	82	16	61
Park	M	86	62	76
Park	F	76	65	78
Hong	F	87	47	72
Hong	F	62	69	69
Hong	F	91	44	66
Hong	M	79	29	59
Choi	F	75	52	77
Choi	M	74	58	67
Kim	M	78	31	68
Kim	F	100	18	76
Hong	M	77	45	65
Hong	F	79	88	58
Park	F	87	56	80
Park	F	99	50	58
Kim	M	73	61	61
Kim	M	86	66	72
Hong	M	100	56	47
Choi	F	80	46	80
Park	M	78	36	62
Park	M	71	58	81
Kim	M	74	59	73
Choi	F	86	74	75
Kim	M	83	62	71
Choi	F	80	40	69
Choi	F	86	56	77
Kim	F	75	15	100
Kim	M	90	28	95
Choi	M	85	57	64
Choi	F	85	41	69
Choi	M	100	61	73
Kim	F	79	2	63
Choi	F	83	55	65
Park	M	86	36	58
Kim	F	87	92	73
Kim	F	79	42	75
Park	M	58	33	63
Kim	M	79	48	63
Choi	F	93	33	75
Choi	F	83	2	70
Park	M	81	81	53
Hong	F	99	93	77
Hong	F	61	62	58
Park	F	77	45	66
Park	F	71	41	71
Choi	F	92	62	78
Park	M	80	36	78
Kim	F	83	37	73
Kim	F	67	47	70
Hong	M	78	65	71
Choi	M	80	61	64
Hong	F	61	56	72
Hong	M	65	75	63
Hong	F	82	74	74
Hong	M	75	79	69
Hong	M	71	100	73
Choi	M	78	76	73
Choi	F	74	44	77
Park	F	82	85	61
Kim	M	83	63	75
Kim	F	77	50	95
Kim	M	92	67	63
Kim	M	78	70	69
Park	F	81	60	82
Kim	F	60	75	69
Choi	M	87	87	57
Hong	M	79	31	73
Hong	M	76	39	65
Hong	M	93	57	74
Choi	M	81	70	66
Kim	F	70	56	87
Kim	M	60	74	91
Kim	M	96	72	76
Hong	M	90	31	91
Park	F	98	59	55
Park	F	71	91	67
Choi	F	68	43	88
Park	F	97	40	84
Hong	M	83	30	58
Kim	F	78	39	71
Kim	F	61	58	72
Park	F	86	68	68
Hong	F	69	71	66
Choi	M	82	54	70
Park	F	97	93	71
Kim	F	78	81	54
Park	F	89	65	72
Kim	F	89	61	63
Hong	F	68	64	81
Hong	M	64	58	79
Kim	M	79	68	66
Kim	F	82	85	76
Park	F	77	55	81
Hong	F	76	61	78
Choi	M	90	69	67
Choi	M	94	60	61
Park	M	73	80	73
Park	M	88	100	87
Park	F	82	100	92
Hong	M	76	61	46
Kim	M	67	42	75
Park	M	83	84	88
Choi	M	94	36	72
Choi	M	83	56	62
Choi	F	77	72	72
Kim	M	84	98	72
Kim	M	75	65	71
Kim	F	66	35	71
Hong	M	72	74	72
Kim	F	67	83	60
Hong	F	87	76	78
Choi	M	78	100	66
Park	M	82	94	64
Kim	M	65	100	72
Hong	F	80	57	81
Park	M	98	73	80
Choi	M	67	64	59
Park	F	78	83	75
Choi	F	66	45	64
Choi	M	89	83	78
Park	F	66	44	79
Kim	M	78	46	79
Hong	F	82	49	81
Park	M	92	48	73
Kim	M	79	67	75
Park	M	61	76	84
Kim	M	97	35	90
Kim	F	89	53	74
Hong	F	86	96	81
Choi	F	63	47	62
Park	F	75	71	74
Kim	M	81	84	73
Hong	F	80	44	68
Kim	M	82	46	60
Kim	F	73	79	77
Choi	F	59	68	89
Hong	F	87	57	70
Choi	F	64	73	71
Hong	M	74	78	98
Choi	F	90	100	67
Kim	M	63	83	64
Choi	F	75	82	72
Choi	M	63	71	76
Kim	F	62	77	56
Kim	F	88	85	73
Choi	F	96	64	78
Kim	M	74	86	86
Choi	F	87	89	86
Hong	M	76	74	78
Park	M	94	80	72
Hong	F	80	62	68
Hong	F	83	99	55
Hong	M	85	68	70
Hong	F	62	50	70
Hong	F	89	55	58
Park	F	78	43	78
Kim	M	61	46	71
Park	F	97	65	67
Choi	F	84	71	65
Park	M	95	42	83
Kim	M	75	75	61
Park	M	90	55	68
Kim	F	81	87	73
Hong	F	87	36	72
Kim	M	71	58	68
Hong	F	87	65	56
Kim	M	92	52	79
Kim	M	88	48	57
Hong	F	79	86	82
Kim	F	90	100	57
Park	F	79	67	70
Kim	M	79	46	49
Kim	F	79	89	71
Park	F	75	87	81
Hong	F	74	87	73
Choi	M	73	45	65
Hong	M	73	54	69
Kim	M	84	98	58
Kim	M	66	97	59
Choi	M	70	73	76
Hong	F	77	51	66
Park	F	76	56	60
Park	F	75	67	68
Park	F	100	78	77
Park	F	79	82	72
Choi	F	78	41	71
Park	F	90	30	68
Choi	M	77	46	80
Choi	F	71	84	77
Kim	F	81	56	59
Kim	F	74	42	56
Hong	F	79	79	60
Choi	M	85	24	68
Choi	M	74	67	48
Choi	F	81	88	56
Choi	M	86	38	83
Hong	M	64	18	71
Park	F	90	40	68
Choi	M	75	43	64
Choi	F	69	33	78
Kim	M	82	83	53
Hong	F	99	81	56
Park	M	93	69	86
Park	M	77	79	54
Hong	M	86	44	61
Choi	M	84	39	64
Choi	F	90	60	76
Hong	M	98	36	82
Hong	F	71	18	85
Kim	M	82	82	77
Hong	F	83	48	66
Hong	M	64	62	83
Choi	F	78	72	71
Park	M	76	63	83
Kim	M	72	75	60
Hong	M	91	69	72
Park	M	87	57	73
Hong	F	72	67	70
Kim	F	61	34	75
Hong	F	98	65	81
Kim	M	91	53	69
Kim	F	90	61	73
Park	M	80	10	71
Park	F	77	69	41
Park	F	75	45	70
Park	F	74	75	68
Kim	M	79	23	98
Kim	F	66	45	57
Kim	M	86	69	57
Park	M	81	38	75
Park	F	96	69	63
Choi	M	67	57	59
Kim	M	78	50	70
Choi	F	70	71	52
Kim	M	70	55	85
Park	M	82	58	62
Kim	F	73	55	85
Choi	M	69	56	77
Kim	F	89	78	74
Choi	M	87	49	62
Choi	M	84	31	57
Kim	M	79	88	77
Choi	F	87	37	77
Choi	F	80	50	74
Choi	M	82	70	77
Choi	M	81	72	80
Kim	F	78	32	78
Kim	M	80	33	58
Hong	F	73	53	74
Kim	F	86	72	73
Park	F	77	60	59
Hong	M	83	83	87
Choi	F	84	47	45
Kim	M	90	6	67
Kim	M	72	52	81
Hong	F	90	67	56
Hong	F	74	62	64
Park	F	83	92	71
Park	M	89	48	63
Hong	F	80	71	65
Park	M	75	26	59
Park	F	78	42	66
Kim	M	95	44	82
Park	F	86	48	49
Hong	F	76	72	69
Kim	F	77	100	71
Choi	M	88	7	64
Park	F	69	78	74
Choi	M	78	94	76
Choi	M	78	85	75
Kim	M	76	66	73
Kim	M	85	65	66
Hong	M	78	100	59
Kim	M	78	59	72
Hong	F	73	75	70
Park	F	84	79	63
Hong	M	95	83	75
Kim	M	91	68	64
Kim	M	76	62	73
Choi	F	87	55	73
Kim	F	100	45	70
Park	M	96	74	73
Kim	M	83	48	62
Choi	F	95	62	86
Choi	F	93	78	63
Hong	F	71	72	63
Kim	M	61	80	79
Choi	M	90	40	72
Choi	M	92	38	71
Kim	M	72	81	78
Choi	M	77	73	58
Choi	F	68	93	75
Park	F	76	100	72
Kim	M	86	100	78
Hong	M	73	61	68
Choi	F	79	42	70
Park	F	95	85	59
Choi	F	82	28	68
Hong	F	91	51	66
Choi	M	95	67	68
Choi	M	75	54	74
Hong	M	75	53	69
Park	F	61	51	83
Kim	M	100	41	69
Park	F	80	54	83
Park	F	93	32	62
Kim	F	82	38	59
Hong	M	92	54	74
Hong	M	91	52	57
Hong	F	64	63	62
Park	F	76	49	59
Choi	M	87	97	82
Choi	F	88	54	73
Hong	M	80	92	72
Park	M	100	49	63
Choi	M	72	69	63
Hong	F	85	54	61
Choi	M	89	82	63
Hong	F	82	46	66
Park	F	75	95	71
Kim	M	69	40	71
Choi	F	64	37	61
Choi	F	84	58	75
Hong	F	87	62	67
Choi	F	73	57	76
Choi	F	74	86	55
Choi	F	67	55	88
Hong	F	74	63	74
Hong	M	69	58	79
Kim	M	90	64	75
Choi	M	60	43	81
Park	M	82	39	83
Kim	M	72	34	70
Choi	M	89	88	61
Kim	M	77	95	87
Choi	M	84	34	75
Kim	M	72	63	54
Hong	F	53	76	66
Park	F	85	83	50
Kim	M	71	40	56
Choi	M	100	67	56
Kim	F	76	85	67
Choi	M	87	56	64
Kim	F	82	18	73
Hong	M	90	51	62
Kim	M	75	99	78
Hong	F	70	94	77
Hong	F	83	64	66
Hong	F	81	100	67
Kim	M	67	65	64
Park	M	82	74	70
Park	M	83	76	80
Park	F	89	72	55
Park	M	66	80	54
Choi	F	77	65	78
Choi	F	71	46	55
Park	M	85	84	63
Park	F	84	66	65
Hong	F	94	57	81
Hong	F	86	94	72
Choi	M	92	45	70
Kim	M	89	67	69
Hong	M	77	54	87
Park	F	90	51	62
Park	F	74	62	89
Park	M	87	47	81
Hong	M	100	40	60
Kim	M	88	76	80
Kim	M	96	61	66
Choi	M	60	41	75
Park	F	73	86	73
Choi	M	62	98	76
Park	F	89	51	84
Kim	F	77	25	94
Park	F	88	73	99
Choi	F	97	63	82
Park	M	70	80	73
Choi	M	80	75	70
Kim	M	73	86	82
Park	F	76	44	58
Hong	M	68	40	67
Park	F	57	70	74
Hong	M	82	91	77
Kim	M	84	82	65
Kim	M	73	85	45
Kim	F	66	31	74
Hong	M	84	38	71
Park	M	72	80	40
Park	M	98	65	64
Choi	M	90	60	66
Kim	M	79	72	77
Hong	M	70	48	69
Kim	F	83	100	76
Park	M	76	55	74
Hong	M	85	28	72
Park	F	81	77	71
Park	F	100	43	76
Choi	F	80	46	68
Kim	M	71	20	60
Hong	F	96	46	55
Kim	F	99	100	96
Hong	M	79	62	64
Kim	F	85	72	73
Kim	M	93	33	67
Hong	F	65	57	53
Hong	F	90	42	86
Park	F	77	27	60
Park	F	65	79	61
Park	F	80	84	78
Choi	F	73	77	65
Hong	F	81	87	71
Choi	M	81	42	52
Park	M	74	70	84
Kim	M	69	51	62
Kim	M	84	54	78
Hong	M	73	33	59
Hong	F	71	81	68
Kim	M	86	63	51
Kim	M	87	47	78
Kim	M	94	67	76
Kim	M	76	26	78
Choi	M	80	36	55
Hong	M	67	76	85
Kim	M	94	29	74
Choi	F	82	93	79
Choi	M	71	80	61
Park	F	78	51	66
Choi	M	71	55	80
Park	M	89	77	70
Hong	M	83	61	74
Choi	M	84	47	81
Kim	F	82	69	69
Park	M	83	58	84
Park	M	84	71	71
Park	M	87	58	52
Kim	M	91	79	62
Hong	M	62	81	64
Kim	F	80	35	51
Hong	F	71	39	85
Kim	M	68	55	60
Park	F	87	63	61
Choi	F	73	66	51
Kim	M	74	20	70
Park	F	80	76	80
Kim	F	82	62	64
Hong	M	70	61	72
Choi	F	75	67	65
Choi	F	77	56	61
Hong	M	86	69	64
Hong	F	97	65	79
Park	M	80	56	71
Park	M	73	77	92
Kim	M	70	46	72
Park	M	76	90	69
Kim	F	82	63	73
Hong	M	77	35	71
Hong	F	72	71	71
Choi	F	81	63	64
Park	F	96	61	67
Choi	F	88	79	66
Kim	M	70	72	73
Choi	M	74	44	69
Hong	M	79	49	84
Hong	F	81	51	65
Park	M	81	45	72
Kim	M	63	80	83
Park	M	73	76	75
Kim	M	83	60	50
Kim	F	79	69	69
Kim	M	87	94	67
Park	M	71	75	75
Hong	F	88	69	80
Hong	M	80	48	65
Hong	F	88	37	67
Choi	F	80	45	86
Kim	F	91	68	75
Kim	M	90	66	71
Kim	F	78	89	77
Hong	M	83	47	76
Kim	F	85	55	79
