Name	Sex	Korean	Math	English
Kim	F	85	86	72
Choi	F	79	75	72
Hong	F	89	59	58
Kim	M	74	60	65
Hong	F	85	67	92
Choi	F	68	33	55
Kim	M	74	75	95
Kim	F	83	43	77
Hong	F	59	86	76
Park	F	85	66	70
Hong	F	87	57	77
Park	M	69	64	81
Park	F	69	48	77
Kim	M	78	11	72
Choi	M	84	61	68
Hong	F	64	39	52
Choi	M	63	62	59
Kim	M	83	63	79
Hong	F	45	59	59
Park	M	73	69	78
Choi	M	80	51	56
Hong	M	85	61	69
Kim	F	74	84	79
Choi	F	92	92	61
Choi	M	56	63	69
Choi	M	80	58	62
Kim	M	71	51	60
Hong	M	77	82	62
Park	F	88	45	66
Park	F	84	80	71
Hong	M	82	16	63
Choi	F	74	39	79
Choi	F	75	67	65
Park	F	83	42	74
Kim	M	70	54	78
Park	F	75	63	88
Hong	M	100	71	88
Hong	F	100	34	58
Kim	F	77	47	73
Park	F	81	80	82
Choi	M	77	55	65
Park	F	89	70	74
Park	M	74	83	69
Choi	F	80	76	75
Park	M	100	48	73
Choi	F	71	38	71
Choi	M	60	29	76
Park	F	79	71	84
Hong	F	89	77	65
Hong	M	71	61	83
Kim	F	100	100	74
Kim	F	69	39	72
Park	F	70	79	92
Hong	F	78	46	86
Park	F	99	16	77
Choi	M	75	66	78
Hong	F	78	72	56
Kim	F	69	57	62
Hong	F	81	53	76
Kim	M	88	65	67
Choi	F	75	76	69
Hong	M	87	55	64
Kim	F	63	61	68
Park	F	100	61	88
Kim	M	88	100	83
Hong	M	78	57	82
Park	F	76	55	89
Park	M	99	21	69
Park	F	72	57	47
Choi	F	74	88	79
Park	M	82	20	68
Hong	M	84	68	64
Choi	F	70	64	66
Hong	F	72	100	91
Hong	F	100	46	71
Kim	F	70	55	71
Hong	F	84	78	70
Choi	M	82	61	88
Choi	M	75	93	70
Kim	F	83	86	62
Choi	M	71	68	56
Kim	F	74	61	48
Choi	M	70	21	63
Park	F	68	58	85
Park	F	98	85	83
Choi	M	83	71	55
Kim	M	78	84	93
Kim	M	74	77	64
Kim	F	74	62	78
Kim	M	77	66	58
Hong	F	82	49	68
Choi	F	62	78	61
Hong	M	87	57	79
Park	M	71	57	74
Park	M	82	71	58
Kim	F	76	57	62
Hong	M	79	63	74
Choi	M	78	31	62
Choi	F	98	67	70
Choi	F	74	31	76
Choi	M	88	80	77
Hong	F	93	43	72
Choi	M	80	64	78
Choi	F	85	73	59
Park	F	96	35	52
Park	F	77	61	74
Hong	M	70	85	66
Kim	F	68	65	70
Kim	M	76	60	46
Park	M	78	68	69
Choi	M	85	52	77
Park	F	75	89	61
Park	M	98	70	82
Hong	M	80	93	82
Hong	F	81	21	68
Choi	M	71	73	74
Kim	F	95	52	87
Hong	F	75	64	55
Park	F	76	43	83
Choi	M	76	65	61
Hong	F	88	84	60
Kim	M	84	65	74
Park	M	89	80	82
Hong	F	76	76	79
Choi	F	92	34	69
Park	F	78	63	83
Hong	M	93	62	64
Hong	M	85	94	60
Park	F	78	53	65
Choi	M	71	72	58
Kim	M	91	83	73
Kim	F	81	32	66
Choi	F	59	90	76
Hong	F	82	64	63
Hong	M	100	55	67
Choi	M	83	100	66
Kim	F	85	67	65
Kim	M	71	34	60
Hong	F	69	90	70
Choi	M	82	86	81
Park	F	94	82	78
Choi	M	67	81	83
Kim	F	80	86	76
Choi	M	89	51	80
Park	M	72	87	63
Choi	F	99	84	70
Hong	M	80	61	86
Park	F	85	75	93
Park	F	90	62	66
Kim	M	68	67	66
Kim	F	95	100	63
Choi	F	63	49	70
Kim	M	97	59	67
Park	F	89	39	68
Park	M	100	45	66
Kim	M	58	62	88
Kim	F	85	51	57
Hong	M	96	55	79
Hong	M	62	100	83
Kim	M	71	58	77
Choi	M	74	62	59
Hong	F	65	22	68
Choi	F	79	75	53
Hong	F	67	51	62
Kim	F	79	43	68
Kim	F	78	44	67
Choi	F	86	39	53
Choi	M	83	59	61
Choi	F	68	50	62
Choi	M	75	50	78
Choi	F	60	59	89
Park	M	70	49	49
Park	M	85	86	61
Hong	F	81	46	75
Choi	M	82	55	64
Kim	M	76	72	67
Park	M	84	51	93
Hong	M	93	51	65
Hong	F	73	82	86
Choi	M	90	67	68
Choi	F	79	65	89
Choi	M	100	60	80
Kim	M	73	56	68
Park	F	71	60	74
Kim	F	69	69	49
Park	F	86	42	79
Hong	F	68	62	58
Park	F	82	25	63
Choi	F	59	61	59
Choi	F	100	16	59
Hong	M	70	47	71
Kim	F	86	76	67
Choi	M	89	93	73
Hong	F	61	30	74
Kim	M	97	57	63
Choi	M	89	39	65
Kim	M	71	87	59
Hong	F	90	48	74
Choi	M	85	64	75
Choi	M	83	73	86
Choi	F	93	76	55
Choi	F	84	57	72
Park	M	59	80	80
Kim	M	76	49	71
Hong	M	90	61	74
Hong	M	69	72	86
Kim	F	66	82	65
Hong	M	77	45	57
Kim	M	78	41	78
Park	F	96	73	85
Park	F	77	47	77
Park	M	88	75	71
Hong	F	82	40	65
Park	F	88	61	67
Hong	F	75	65	63
Park	F	57	39	88
Kim	F	92	74	68
Hong	M	89	94	53
Hong	M	86	49	72
Hong	M	74	100	65
Kim	M	64	84	69
Park	M	88	69	84
Kim	M	70	70	72
Kim	M	81	55	78
Hong	M	95	60	78
Kim	M	74	76	72
Park	F	76	66	80
Choi	F	76	56	86
Hong	F	79	49	81
Choi	F	81	47	74
Hong	M	81	36	71
Park	F	77	55	79
Park	F	89	69	56
Hong	M	76	28	83
Hong	M	94	86	93
Choi	M	74	79	68
Kim	M	88	50	68
Kim	F	79	72	71
Kim	M	75	48	59
Park	F	70	95	83
Hong	M	95	72	80
Choi	F	63	59	63
Hong	F	90	36	68
Hong	F	93	67	66
Choi	M	80	45	71
Kim	F	84	65	87
Kim	F	83	75	73
Park	F	58	67	57
Park	M	94	73	72
Hong	F	85	60	68
Choi	F	94	90	71
Choi	F	69	77	53
Choi	M	100	67	65
Kim	F	97	53	76
Kim	F	83	-9	56
Hong	M	85	43	72
Hong	F	81	45	60
Park	M	92	63	68
Hong	M	74	58	72
Park	F	96	100	55
Kim	F	100	68	68
Park	M	88	65	48
Hong	F	79	65	80
Park	M	79	56	70
Hong	M	75	81	48
Choi	M	62	67	65
Choi	F	76	34	73
Choi	M	93	91	66
Kim	M	72	64	82
Hong	F	68	60	75
Park	F	77	55	70
Park	F	72	67	89
Hong	F	82	49	78
Choi	F	88	64	77
Choi	M	71	83	57
Park	F	72	48	66
Choi	F	69	41	85
Kim	F	90	90	88
Hong	M	87	49	68
Park	M	70	91	79
Choi	M	81	97	85
Park	F	74	42	76
Kim	F	91	60	64
Kim	M	90	48	60
Choi	F	67	77	65
Park	M	73	60	70
Park	M	61	34	63
Choi	F	94	94	57
Kim	M	73	56	75
Kim	M	82	72	83
Park	M	64	85	75
Choi	M	87	76	80
Kim	M	79	59	69
Park	F	89	91	76
Hong	F	85	80	65
Hong	M	72	88	72
Choi	F	82	58	79
Kim	F	94	63	71
Park	F	50	100	79
Kim	M	90	19	54
Hong	F	68	49	73
Choi	F	88	53	50
Hong	M	74	91	65
Kim	M	75	63	63
Hong	M	81	40	67
Hong	M	77	40	90
Hong	F	74	70	80
Kim	F	94	87	59
Hong	F	99	82	71
Kim	M	86	45	53
Park	F	90	88	68
Kim	F	85	46	75
Park	M	70	71	69
Kim	M	84	92	65
Choi	M	76	46	61
Hong	M	75	47	59
Choi	M	99	54	77
Choi	F	79	65	63
Hong	F	71	33	57
Kim	M	55	48	52
Park	F	77	46	55
Kim	M	72	73	80
Hong	F	77	24	67
Hong	M	100	27	67
Hong	M	92	85	76
Kim	F	80	58	69
Park	F	87	27	72
Park	F	76	51	78
Choi	F	78	79	73
Park	F	76	67	50
Choi	F	93	100	63
Park	M	84	45	62
Hong	F	71	100	79
Kim	F	81	33	68
Hong	F	70	54	68
Hong	F	83	45	70
Park	M	83	35	87
Choi	M	70	95	89
Kim	M	69	62	81
Hong	F	67	56	71
Hong	F	72	60	65
Choi	F	86	24	75
Choi	F	92	68	73
Kim	F	74	66	91
Hong	F	71	58	60
Hong	M	81	27	88
Kim	M	74	55	64
Kim	F	94	25	84
Hong	M	74	77	72
Hong	F	71	95	85
Kim	M	74	62	69
Kim	M	71	68	58
Hong	M	76	37	77
Choi	M	67	12	67
Choi	M	78	48	96
Hong	F	83	73	85
Hong	M	90	77	81
Choi	F	100	52	58
Hong	M	65	71	86
Hong	M	71	41	70
Kim	F	90	79	77
Choi	F	82	94	51
Park	M	79	59	63
Park	F	84	64	67
Choi	F	91	73	66
Park	F	70	92	64
Kim	F	67	75	73
Kim	M	77	26	69
Choi	M	91	83	75
Kim	F	83	82	67
Hong	M	77	92	98
Park	F	90	71	76
Choi	M	78	50	86
Kim	F	84	27	66
Choi	F	86	49	70
Kim	F	82	52	78
Kim	F	83	100	52
Hong	M	91	38	54
Park	F	65	98	58
Park	F	67	76	75
Hong	F	91	31	56
Hong	M	95	68	79
Park	M	77	83	64
Park	F	72	53	61
Park	M	84	90	75
Park	F	79	58	54
Kim	F	64	66	72
Choi	M	85	72	77
Choi	M	74	80	66
Park	F	88	55	65
Kim	F	61	73	54
Hong	M	84	70	63
Kim	M	95	60	81
Hong	F	85	66	69
Hong	F	92	57	69
Kim	M	81	70	72
Park	M	95	61	59
Kim	M	88	64	61
Park	M	75	76	54
Kim	M	86	73	75
Hong	F	78	56	93
Choi	F	91	86	59
Kim	M	62	56	68
Choi	M	82	70	67
Hong	F	71	78	68
Kim	M	73	57	59
Hong	M	85	64	75
Park	M	69	100	81
Kim	M	84	61	70
Hong	F	86	36	70
Kim	M	63	66	69
Park	M	81	60	72
Park	M	62	73	78
Choi	F	73	22	75
Park	M	87	51	87
Choi	F	88	28	65
Choi	F	76	52	66
Kim	M	64	73	79
Choi	M	92	40	68
Kim	F	92	32	73
Choi	F	62	31	82
Choi	F	75	87	73
Choi	M	79	57	58
Park	F	74	83	67
Park	F	70	78	68
Choi	F	73	76	65
Choi	F	90	50	75
Choi	F	74	39	69
Hong	M	67	32	64
Hong	M	81	61	62
Choi	F	87	68	60
Choi	F	73	61	57
Choi	F	91	57	80
Choi	F	77	58	70
Choi	M	73	47	61
Hong	F	74	83	68
Hong	M	74	53	54
Hong	F	61	68	63
Choi	M	87	69	69
Choi	M	78	52	72
Kim	F	88	72	71
Choi	M	72	52	79
Hong	M	78	69	65
Kim	M	88	74	99
Choi	F	71	58	69
Choi	M	91	1	89
Choi	M	70	58	81
Kim	F	81	41	78
Park	M	89	74	73
Hong	F	90	35	56
Park	M	67	74	77
Kim	M	58	81	78
Choi	M	91	33	82
Choi	F	65	70	55
Choi	M	67	48	72
Kim	F	67	72	64
Park	M	67	51	75
Hong	M	80	86	84
Choi	F	87	58	87
Park	F	94	61	60
Kim	M	73	46	65
Park	M	97	55	68
Choi	M	80	50	69
Park	F	73	65	70
Park	M	83	50	74
Kim	M	85	64	63
Park	F	97	31	58
Hong	F	80	97	71
Park	F	79	86	58
Kim	M	93	39	73
Park	F	92	44	70
Hong	F	73	54	56
Kim	M	65	60	74
Kim	M	83	25	70
Park	F	85	88	66
Park	F	71	61	81
Choi	F	71	59	74
Hong	F	81	83	71
Kim	F	84	57	65
Park	M	73	31	85
Hong	F	82	70	65
Park	F	90	51	65
Choi	F	91	95	81
Park	F	75	56	75
Park	M	74	69	83
Choi	M	84	40	74
Choi	F	97	37	57
Choi	F	96	58	56
Park	M	74	37	83
Hong	M	81	21	74
Hong	F	79	67	56
Park	F	87	47	71
Kim	F	91	70	85
Kim	F	73	72	67
Choi	M	90	48	66
Kim	F	75	49	62
Kim	F	86	61	84
Choi	M	64	72	75
Hong	M	88	49	89
Park	F	71	56	77
Hong	M	78	51	74
Kim	F	84	60	66
Choi	F	66	52	75
Park	F	90	55	55
Kim	F	87	42	62
Choi	M	75	72	76
Choi	F	69	49	62
Choi	F	70	40	59
Hong	F	89	67	67
Hong	F	69	28	66
Choi	M	74	51	79
Choi	F	73	100	70
Hong	F	74	36	54
Park	F	76	56	86
Choi	F	86	99	62
Park	M	70	27	49
Park	M	83	37	81
Kim	F	87	63	72
Hong	M	63	48	63
Kim	M	66	45	79
Kim	F	68	75	81
Hong	F	75	44	59
Kim	M	86	66	85
Kim	M	86	79	69
Kim	M	100	59	79
Park	M	69	77	79
Choi	F	64	38	65
Choi	M	78	83	58
Hong	F	74	83	61
Kim	F	78	100	57
Hong	F	68	48	62
Choi	M	81	55	97
Choi	M	84	47	81
Kim	F	70	46	68
Choi	M	68	66	56
Park	M	73	84	67
Park	F	92	56	59
Hong	F	79	71	69
Park	F	91	100	64
Kim	M	80	10	87
Hong	M	86	56	71
Kim	M	82	75	73
Park	M	72	45	71
Hong	F	79	29	71
Hong	F	69	66	77
Kim	F	79	87	62
Choi	M	77	77	71
Kim	M	91	87	90
Hong	M	94	61	76
Choi	F	69	52	85
Hong	M	91	73	75
Park	F	78	15	87
Kim	M	75	88	72
Hong	M	79	59	77
Park	F	83	81	63
Hong	F	86	57	70
Kim	M	78	62	61
Park	M	89	42	86
Hong	F	85	27	56
Hong	F	84	67	61
Choi	M	89	72	59
Park	F	90	69	79
Park	M	72	62	66
Hong	M	80	76	72
Choi	M	89	52	92
Hong	F	72	71	79
Hong	M	94	82	83
Choi	F	98	53	84
Choi	M	79	46	65
Park	F	73	62	56
Kim	M	74	50	74
Kim	M	95	41	76
Park	F	77	100	65
Hong	F	80	58	68
Kim	F	79	48	79
Park	F	82	50	64
Choi	F	80	36	77
Park	M	86	44	67
Park	M	83	66	74
Kim	M	78	59	55
Hong	F	91	25	61
Choi	M	78	17	79
Park	M	89	53	58
Park	M	90	80	70
Hong	M	83	81	63
Kim	F	67	91	56
Kim	F	74	67	77
Kim	M	72	65	70
Kim	F	76	56	88
Choi	F	57	72	66
Park	M	95	49	91
Kim	F	85	72	76
Kim	F	100	61	86
Kim	M	66	90	78
Park	M	80	79	74
Park	M	76	54	71
Choi	M	93	45	62
Kim	M	86	53	67
Park	F	100	53	56
Choi	F	91	53	88
Choi	F	75	38	67
Choi	M	78	28	60
Park	F	98	65	68
Park	M	95	70	58
Hong	F	72	73	79
Park	F	93	52	82
Park	F	77	100	86
Hong	F	67	43	72
Kim	F	91	38	68
Hong	F	76	75	64
Kim	M	81	71	60
Park	M	77	54	89
Hong	M	86	80	72
Hong	F	98	67	85
Hong	M	82	29	71
Kim	F	82	68	67
Hong	F	90	57	58
Choi	F	73	23	70
Park	M	80	74	73
Kim	M	86	55	71
Hong	F	78	53	73
Kim	F	78	69	64
Choi	F	66	77	68
Choi	F	66	40	70
Park	M	87	61	71
Park	M	69	69	72
Kim	M	58	58	75
Park	M	68	61	88
Kim	F	76	41	63
Park	F	81	55	81
Park	M	88	96	56
Park	M	77	51	69
Choi	M	92	65	66
Kim	M	64	28	57
Choi	M	76	58	84
Kim	F	80	83	79
Choi	M	67	43	74
Park	M	86	47	73
Hong	F	94	61	69
Kim	F	95	28	71
Park	M	57	60	63
Kim	M	89	72	75
Choi	F	91	78	60
Kim	M	86	51	95
Hong	F	79	50	64
Hong	F	72	49	64
Choi	M	82	51	77
Hong	F	60	49	67
Choi	M	83	100	67
Park	F	67	51	55
Park	M	91	67	65
Park	F	100	56	69
Hong	F	75	71	71
Park	M	69	51	70
Hong	F	78	47	65
Kim	M	87	83	48
Park	F	81	98	67
Kim	F	82	54	68
Hong	F	77	73	71
Kim	F	86	96	67
Hong	F	73	27	82
Kim	M	86	39	81
Hong	M	76	42	70
Park	M	86	26	81
Park	M	85	86	81
Park	F	60	73	68
Park	M	87	43	81
Kim	F	65	34	71
Hong	F	85	63	78
Park	M	69	67	63
Park	F	82	62	85
Kim	M	80	61	75
Choi	F	94	57	78
Hong	M	74	78	75
Park	F	75	15	76
Choi	M	88	5	77
Kim	F	84	61	65
Hong	M	73	72	69
Kim	M	78	48	62
Hong	M	85	90	73
Kim	F	68	76	74
Choi	F	82	82	66
Park	M	84	56	74
Kim	M	76	36	59
Kim	M	79	41	78
Kim	M	84	62	53
Kim	F	77	44	50
Park	F	82	70	64
Hong	M	98	71	64
Choi	M	97	33	73
Choi	F	59	73	77
Park	M	81	55	67
Choi	M	68	75	69
Hong	F	80	43	80
Hong	M	70	76	61
Kim	F	88	51	74
Hong	M	66	48	70
Park	F	92	56	71
Park	F	84	48	82
Kim	M	83	37	76
Choi	M	85	30	70
Hong	M	78	54	61
Choi	F	86	79	80
Park	F	79	100	82
Park	F	87	95	80
Park	M	68	37	65
Park	F	73	52	69
Hong	F	64	54	89
Kim	F	80	87	86
Kim	F	79	44	73
Kim	M	72	86	75
Kim	M	79	54	61
Park	M	85	56	79
Park	F	90	31	77
Hong	M	73	63	83
Hong	M	83	65	74
Park	M	78	35	63
Hong	F	85	50	68
Hong	F	66	77	67
Choi	F	88	70	64
Hong	F	87	75	87
Park	M	79	30	64
Hong	F	93	47	82
Hong	F	91	75	84
Hong	M	96	79	64
Park	F	91	59	53
Kim	M	76	60	65
Choi	F	85	52	63
Hong	M	82	91	69
Hong	M	61	48	74
Park	F	82	67	54
Hong	M	83	93	64
Kim	F	100	100	82
Hong	F	85	66	84
Park	M	78	69	73
Choi	F	78	29	57
Choi	F	90	63	65
Kim	F	59	70	69
Choi	F	88	64	72
Kim	M	100	69	74
Park	M	85	41	69
Park	M	93	53	66
Hong	F	92	71	63
Choi	F	72	45	71
Choi	M	72	56	62
Choi	F	100	69	67
Kim	F	85	62	82
Kim	F	93	88	80
Hong	M	78	100	82
Hong	F	81	57	73
Park	F	80	41	72
Choi	F	100	78	76
Choi	F	74	44	98
Hong	F	81	48	84
Choi	M	91	60	65
Choi	M	97	79	78
Hong	F	86	43	66
Hong	F	87	50	73
Park	M	85	100	75
Hong	F	83	79	82
Hong	M	82	28	66
Hong	M	84	49	60
Hong	M	72	87	67
Choi	M	81	72	80
Hong	M	90	73	78
Park	F	83	43	64
Kim	F	85	54	61
Hong	F	78	43	68
Park	F	86	50	65
Choi	M	85	56	58
Choi	M	91	36	62
Hong	M	84	99	59
Choi	M	96	47	81
Park	F	86	79	71
Hong	F	65	45	86
Choi	F	67	58	65
Park	M	68	35	73
Hong	M	62	38	81
Hong	M	57	60	71
Park	F	91	23	67
Park	F	75	59	72
Hong	F	76	66	68
Park	F	72	64	71
Park	F	81	57	53
Hong	F	88	54	54
Hong	M	70	70	88
Park	M	61	74	63
Hong	M	90	39	62
Park	M	78	98	72
Park	M	88	70	86
Choi	M	71	70	77
Hong	M	74	81	57
Choi	F	72	56	81
Hong	M	87	50	64
Kim	M	94	68	78
Park	F	92	52	61
Park	F	96	59	69
Hong	F	97	54	67
Park	M	90	26	78
Kim	F	74	84	60
Park	F	57	91	57
Choi	F	86	90	66
Park	M	87	38	78
Park	M	71	65	75
Choi	F	88	34	81
Choi	F	88	48	57
Hong	F	93	92	72
Choi	M	66	82	70
Hong	F	81	52	58
Choi	F	91	42	78
Hong	F	70	70	60
Park	M	76	62	50
